Run_mgm,Sample_name,Run,colSums.data.genomesize.,NGs,AGS,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(material),geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,Sample_name2,Sequencing_method,soil_environmental_package,SRA Study,Submitter_Id,latitude,longitude,biome,delta15N,N_conc_g_kg,P_conc_mg_kg,pH,gene_count,gc_count,gc_percent,shannon,simp,richness,pielous,AGS_mgm,Total_base_mgm,NGs_mgm,AGS2_mgm,Run2_mgm,GC_percent_mgm,shannon_ko,simp_ko,richness_ko,pielous_ko,Biome,Biome2
ERR1877794,S214,ERR1873318,160916.2625,30000,5.363875415,AMPLICON,491,60709204,PRJEB19856,SAMEA103892563,38650618,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ena,s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Dry_tropical_forests,soil,India,Asia,India,30.35214,77.92019,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S214,Illumina,soil,ERP021922,S214,30.35,77.92,forest: subtropical broadleaf forest biome,-0.57497287,2.702030741,21.16548984,7.0960002,4984.584733,1.02461E+11,0.636735158,7.351106277,0.998154036,4583,0.872006068,2659400.445,6711661,2.523749671,2.659400445,ERR1877794,66.12,7.646473347,0.999130876,5081,0.896078442,Dry_tropical_forests,Forest
ERR1877796,G2747,ERR1873221,161435.2193,30000,5.381173977,AMPLICON,491,68269131,PRJEB19856,SAMEA103892471,45921339,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Savannas,soil,Australia,Oceania,Australia,-12.76216667,132.7516667,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2747,Illumina,soil,ERP021922,G2747,-12.76,132.75,woodland: tropical woodland biome,1.864822066,1.367059436,2.536729733,6.4439998,4991.303633,98930614403,0.612819277,6.604235692,0.996199436,2738,0.834396699,4228988.289,157935212,37.34586175,4.228988289,ERR1877796,63.1,7.856389379,0.999302664,6923,0.888470065,Savannas,Grassland
ERR1877797,G2643,ERR1873199,180346.7847,30000,6.01155949,AMPLICON,490,73519600,PRJEB19856,SAMEA103892448,48492777,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","gs,ena,s3,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Mediterrean,soil,Australia,Oceania,Australia,-34.95216,116.75884,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:16Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2643,Illumina,soil,ERP021922,G2643,-34.95,116.76,forest: subtropical broadleaf forest biome,-0.315794874,9.082284777,2.431548835,5.5209999,5408.4416,1.16225E+11,0.644453834,7.029522256,0.997146678,3842,0.851676349,3074754.485,4663081,1.516570192,3.074754485,ERR1877797,62.11,7.526173497,0.999043498,4510,0.894476658,Mediterrean,Mediterrean
ERR1877800,G2658,ERR1873207,161715.3349,30000,5.390511163,AMPLICON,489,58081464,PRJEB19856,SAMEA103892456,39637238,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","s3,gs,ncbi,ena","ncbi.public,ena,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-9.43501,147.37553,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2658,Illumina,soil,ERP021922,G2658,-9.44,147.38,forest: tropical broadleaf forest biome,1.946933325,3.507929967,0.772986168,6.29,4975.453733,1.01979E+11,0.630607007,6.824332121,0.994448973,3880,0.825831359,4255391.405,56133479,13.19114358,4.255391405,ERR1877800,60.88,7.734914696,0.999031045,6480,0.881323538,Moist_tropical_forests,Forest
ERR1877807,G2736,ERR1873218,177985.0196,30000,5.932833987,AMPLICON,489,36679401,PRJEB19856,SAMEA103892467,23832865,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","s3,ncbi,ena,gs","ncbi.public,gs.US,ena,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Tropical_montane_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-6.3755,145.2558333,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2736,Illumina,soil,ERP021922,G2736,-6.38,145.24,forest: tropical broadleaf forest biome,2.16094362,6.544189562,4.454841334,5.349,5387.051567,1.12717E+11,0.633293526,6.643621868,0.994752364,3253,0.821484899,4010737.456,44486788,11.09192224,4.010737456,ERR1877807,62.47,7.729438269,0.999095828,6456,0.881072055,Tropical_montane_forests,Forest
ERR1877810,S058,ERR1873262,165170.9389,30000,5.505697962,AMPLICON,488,62997384,PRJEB19856,SAMEA103892601,42759808,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","s3,gs,ena,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Brazil,South America,Brazil,5.305306,-59.925056,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S058,Illumina,soil,ERP021922,S058,5.31,-59.93,forest: tropical broadleaf forest biome,3.80459354,5.016565454,12.34593691,5.8010001,4958.055,1.04287E+11,0.631385755,6.373509222,0.994246964,2499,0.814646941,3164643.159,9914245,3.132816088,3.164643159,ERR1877810,62.1,7.65968236,0.999057157,5411,0.891055581,Moist_tropical_forests,Forest
ERR1877813,S108,ERR1873278,158100.3375,30000,5.270011251,AMPLICON,491,85344638,PRJEB19856,SAMEA103892514,55590932,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","ncbi,s3,ena,gs","gs.US,ena,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,China,Asia,China,42.03121,128.43149,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S108,Illumina,soil,ERP021922,S108,42.03,128.43,forest: temperate coniferous forest biome,0.0979,2.774914289,3.775499848,6.8559999,4881.125667,99637962066,0.630219793,6.733698,0.996249204,3279,0.831804032,3964508.727,330730602,83.42284624,3.964508727,ERR1877813,63.41,7.871128333,0.999298084,7387,0.883654075,Boreal_forests,Forest
ERR1877814,S199,ERR1873312,161763.2983,30000,5.392109943,AMPLICON,492,84423756,PRJEB19856,SAMEA103892556,54412166,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ena,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Thailand,Asia,Thailand,18.5289,98.3916,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S199,Illumina,soil,ERP021922,S199,18.53,98.39,forest: tropical broadleaf forest biome,4.030674569,1.440094579,3.839477178,5.2719998,4996.4713,1.01584E+11,0.627980878,7.123178833,0.996722293,4384,0.849441852,1996782.973,4954436,2.481209059,1.996782973,ERR1877814,66.82,7.618557336,0.999098498,4897,0.89668295,Moist_tropical_forests,Forest
ERR1877815,S030,ERR1873255,152075.7577,30000,5.069191923,AMPLICON,489,76769577,PRJEB19856,SAMEA103892588,51247466,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Russia,Europe,Russia,43.12807,131.41117,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S030,Illumina,soil,ERP021922,S030,43.13,131.41,forest: temperate broadleaf forest biome,1.627549121,8.375971154,38.17154597,6.6110001,4662.845,95328936912,0.626851632,7.042733133,0.994562851,4606,0.834930296,2557655.369,6348051,2.481980598,2.557655369,ERR1877815,62.99,7.645063657,0.999104607,5049,0.896577054,Temperate_deciduous_forests,Forest
ERR1877825,G2657,ERR1873206,156910.4336,30000,5.230347787,AMPLICON,489,85776468,PRJEB19856,SAMEA103892455,53822622,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ncbi,ena,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-9.44475,147.34958,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2657,Illumina,soil,ERP021922,G2657,-9.44,147.35,forest: tropical broadleaf forest biome,1.050680174,5.967649353,2.220876237,6.29,4753.839233,97142279410,0.619093818,5.848811979,0.987090402,2282,0.75636332,7067137.059,132145055,18.69852727,7.067137059,ERR1877825,59.07,7.71116058,0.998859445,6522,0.877970677,Moist_tropical_forests,Forest
ERR1877826,S063,ERR1873264,166631.7889,30000,5.554392962,AMPLICON,488,59181224,PRJEB19856,SAMEA103892604,39357942,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","s3,gs,ena,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,Australia,Oceania,Australia,-37.48833,145.83333,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S063,Illumina,soil,ERP021922,S063,-37.49,145.83,forest: temperate broadleaf forest biome,1.164436241,6.574873352,4.105273854,5.9330001,5075.110167,1.06021E+11,0.636256615,6.551938261,0.996044742,2747,0.82744623,4178732.704,11627715,2.782593629,4.178732704,ERR1877826,62.53,7.65484152,0.999023791,5440,0.889939076,Southern_temperate_forests,Forest
ERR1877827,G2745X,ERR1873220,153435.6007,30000,5.114520023,AMPLICON,491,53756153,PRJEB19856,SAMEA103892469,34441157,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Estonia,Europe,Estonia,58.32669,21.89557,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2745X,Illumina,soil,ERP021922,G2745X,58.33,21.9,woodland: woodland: temperate woodland biome,2.960093448,5.160659152,5.202294713,NA,4695.953867,96446301544,0.628578382,7.083610439,0.996809791,4256,0.847718808,2910806.878,11802904,4.054856435,2.910806878,ERR1877827,63.43,7.685771203,0.999128615,5157,0.89911933,Temperate_deciduous_forests,Forest
ERR1877828,S211,ERR1873316,156603.9968,30000,5.220133227,AMPLICON,491,75118090,PRJEB19856,SAMEA103892561,47697508,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ncbi,ena,gs,s3","ena,s3.us-east-1,ncbi.public,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,India,Asia,India,30.46288,78.16841,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S211,Illumina,soil,ERP021922,S211,30.46,78.17,forest: temperate coniferous forest biome,-1.524230859,8.213568562,11.74176441,5.9549999,4761.865133,99505695283,0.635396907,7.320249039,0.998011789,4715,0.86543068,1907750.841,3608117,1.891293624,1.907750841,ERR1877828,65.84,7.623339187,0.999127801,4713,0.901308483,Temperate_coniferous_forests,Forest
ERR1877835,G2664,ERR1873211,169768.0137,30000,5.658933789,AMPLICON,489,31376196,PRJEB19856,SAMEA103892460,20506392,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","s3,ena,ncbi,gs","gs.US,s3.us-east-1,ena,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-7.30579,147.1175,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2664,Illumina,soil,ERP021922,G2664,-7.31,147.12,forest: tropical broadleaf forest biome,-0.786914435,10.22767053,14.25529758,NA,5166.3669,1.08205E+11,0.637372405,7.108209395,0.99720138,4152,0.853188655,4820899.792,41654558,8.640411499,4.820899792,ERR1877835,59.04,7.793887041,0.99915233,7236,0.877016038,Moist_tropical_forests,Forest
ERR1877836,G3059,ERR1873242,156696.1109,30000,5.223203696,AMPLICON,489,89189688,PRJEB19856,SAMEA103892498,59490245,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","s3,gs,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,India,Asia,India,13.52236,75.01802,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G3059,Illumina,soil,ERP021922,G3059,13.52,75.02,forest: tropical broadleaf forest biome,2.533866353,4.463849624,0.162816729,5.415,4818.637433,99010963573,0.63186612,7.37065128,0.998003504,4888,0.867692963,2245111.588,5749986,2.561113679,2.245111588,ERR1877836,65.82,7.67093204,0.99910723,5224,0.89603029,Moist_tropical_forests,Forest
ERR1877838,G2659,ERR1873208,147250.3425,30000,4.908344751,AMPLICON,489,79510911,PRJEB19856,SAMEA103892457,51310331,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ncbi,gs,s3,ena","ena,s3.us-east-1,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-9.41755,147.37845,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2659,Illumina,soil,ERP021922,G2659,-9.42,147.38,forest: tropical broadleaf forest biome,3.363287092,9.235222177,24.22089128,6.29,4608.8776,94493501440,0.641720079,6.829488999,0.99601938,3796,0.828650203,3573446.189,95128253,26.62087184,3.573446189,ERR1877838,63.39,7.807027679,0.999107121,6933,0.882743713,Moist_tropical_forests,Forest
ERR1877841,S062,ERR1873263,162669.0188,30000,5.422300627,AMPLICON,488,57886072,PRJEB19856,SAMEA103892603,38970145,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ncbi,s3,gs,ena","ena,gs.US,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Savannas,soil,Australia,Oceania,Australia,-37.73217,145.24386,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S062,Illumina,soil,ERP021922,S062,-37.73,145.24,woodland: woodland: temperate woodland biome,0.802113305,4.798088562,1.422764228,5.8899999,4985.5187,1.03283E+11,0.634929537,7.039459842,0.996664947,3968,0.849558895,2539895.753,11791957,4.642693303,2.539895753,ERR1877841,65.65,7.718847175,0.999208018,5398,0.898189594,Savannas,Grassland
ERR1877842,S005,ERR1873247,156883.4415,30000,5.22944805,AMPLICON,489,82924620,PRJEB19856,SAMEA103892510,53918803,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","s3,gs,ncbi,ena","ncbi.public,ena,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Dry_tropical_forests,soil,Madagascar,Africa,Madagascar,-24.95273,47.00282,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S005,Illumina,soil,ERP021922,S005,-24.95,47,forest: subtropical broadleaf forest biome,1.516358825,1.432779347,25.28273967,5.0250001,4793.993667,99092511889,0.631631426,7.40244261,0.998345013,4723,0.874972586,3042214.855,8810022,2.895923667,3.042214855,ERR1877842,64.34,7.683342762,0.999171708,5354,0.894910485,Dry_tropical_forests,Forest
ERR1877844,S140,ERR1873289,170206.3994,30000,5.673546648,AMPLICON,492,56282340,PRJEB19856,SAMEA103892530,36834249,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ncbi,gs,s3,ena","ena,ncbi.public,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Mediterrean,soil,Portugal,Europe,Portugal,38.794287,-9.415508,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S140,Illumina,soil,ERP021922,S140,38.79,-9.42,forest: temperate coniferous forest biome,-3.51119841,6.732206258,9.29235168,7.2030001,5171.572333,1.08119E+11,0.635220025,7.019311476,0.996927849,3596,0.857312382,2782833.39,10729461,3.85558871,2.78283339,ERR1877844,63.66,7.74041846,0.999209209,5696,0.895102752,Mediterrean,Mediterrean
ERR1877845,S234,ERR1873321,166270.6772,30000,5.542355906,AMPLICON,492,30937944,PRJEB19856,SAMEA103892568,19710210,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ena,ncbi,gs,s3","ena,s3.us-east-1,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Finland,Europe,Finland,69.1691,26.9992,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S234,Illumina,soil,ERP021922,S234,69.17,27,forest: subpolar coniferous forest biome,0.465099005,8.186970863,76.03458092,4.7979999,4989.262,1.05501E+11,0.634512419,5.742736626,0.98976104,1580,0.779714349,3264870.082,17698858,5.420999168,3.264870082,ERR1877845,62.53,7.791497573,0.999274259,5644,0.901966127,Boreal_forests,Forest
ERR1877848,S188,ERR1873306,150361.65,30000,5.012055001,AMPLICON,491,101067440,PRJEB19856,SAMEA103892549,65519903,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,gs.US,ena,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,China,Asia,China,42.38407,128.09348,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S188,Illumina,soil,ERP021922,S188,42.38,128.09,forest: temperate broadleaf forest biome,-0.436518022,6.159341067,24.69208013,6.8559999,4680.974033,97129382395,0.645971778,7.446351689,0.998417516,5046,0.873333924,1990164.082,3928762,1.974089491,1.990164082,ERR1877848,66.25,7.624776041,0.999155925,4935,0.896599159,Temperate_deciduous_forests,Forest
ERR1877849,S006,ERR1873248,154465.0714,30000,5.148835712,AMPLICON,489,72715278,PRJEB19856,SAMEA103892511,47092252,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ncbi,ena,gs,s3","ena,ncbi.public,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Madagascar,Africa,Madagascar,-18.9162,47.917,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S006,Illumina,soil,ERP021922,S006,-18.92,47.92,forest: tropical broadleaf forest biome,-0.660648268,18.2028742,45.95780238,5.0619998,4692.957567,97432149825,0.630771403,6.343499387,0.995156367,2238,0.822406522,3793568.109,57570362,15.17578184,3.793568109,ERR1877849,60.39,7.83038381,0.999270827,6798,0.887357582,Moist_tropical_forests,Forest
ERR1877852,AV104,ERR1873186,172458.4735,30000,5.748615782,AMPLICON,489,38152758,PRJEB19856,SAMEA103892434,24853462,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","s3,ena,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Colombia,South America,Colombia,-0.3466,-72.059,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:16Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,AV104,Illumina,soil,ERP021922,AV104,-0.56,-72.11,forest: tropical broadleaf forest biome,-0.452085563,7.061360046,53.10220907,4.9169998,5143.9259,1.10638E+11,0.64153321,6.049545058,0.993013404,1937,0.799263899,4968862.856,120555811,24.26225366,4.968862856,ERR1877852,64.22,7.840759343,0.999239758,6773,0.888904495,Moist_tropical_forests,Forest
ERR1877853,G2653,ERR1873204,161147.8495,30000,5.371594983,AMPLICON,490,77242130,PRJEB19856,SAMEA103892453,51312884,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","ena,ncbi,s3,gs","s3.us-east-1,ena,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-9.4347,147.35164,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2653,Illumina,soil,ERP021922,G2653,-9.43,147.35,forest: tropical broadleaf forest biome,-0.590742014,13.35814754,4.003658165,6.29,4886.784433,1.0145E+11,0.629546839,6.555020594,0.994386389,3103,0.815288427,2782807.127,6740789,2.422298309,2.782807127,ERR1877853,61.69,7.656935998,0.99902884,5192,0.895037819,Moist_tropical_forests,Forest
ERR1877855,S149,ERR1873293,167591.109,30000,5.586370299,AMPLICON,492,64578936,PRJEB19856,SAMEA103892535,42330198,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ena,ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,USA,North America,USA,37.81383896,-119.8925781,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S149,Illumina,soil,ERP021922,S149,37.81,-119.89,forest: temperate coniferous forest biome,-2.734033129,2.323231499,1.415571284,5.3790002,5115.634767,1.0627E+11,0.634102862,7.103658341,0.996353458,4048,0.855246445,2280165.438,10462580,4.588517933,2.280165438,ERR1877855,63.84,7.746321053,0.999239398,5516,0.899124085,Temperate_coniferous_forests,Forest
ERR1877856,G2838,ERR1873232,160997.0046,30000,5.36656682,AMPLICON,491,64497760,PRJEB19856,SAMEA103892484,41644390,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ncbi,ena,gs,s3","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Norway,Europe,Norway,69.89058,21.57109,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2838,Illumina,soil,ERP021922,G2838,69.89,21.57,tundra biome,0.304246499,6.744460901,37.44810127,6.2179999,4971.228767,1.02038E+11,0.633785441,6.486558077,0.994976313,3178,0.804383949,3215362.918,17715399,5.50961103,3.215362918,ERR1877856,65.81,7.776541993,0.999205413,5626,0.900567842,Boreal_forests,Forest
